state,district,period,enrolment_count,demographic_update_count,biometric_update_count,UIS,total_updates,rolling_updates,historical_avg,RIS,BSS,period_dt,TSD,TSD_raw,TSD_norm,UIS_raw,RIS_raw,BSS_raw,AFI_raw,AFI
Andaman & Nicobar Islands,Andamans,2025-01,2,13.0,993.0,0.0194591666989051,1006.0,1006.0,190.28571428571428,0.445301112507736,0.9870775347912524,2025-01-01,0.7616232842860892,2.2443163653507185,0.7616232842860892,0.0194591666989051,0.445301112507736,0.9870775347912524,0.5162570686916365,54.74457373910457
Andaman & Nicobar Islands,Andamans,2025-02,1,8.0,24.0,0.0012379589152385,32.0,519.0,190.28571428571428,0.2297328801108498,0.75,2025-02-01,0.17111789310675493,-0.4354995679174424,0.1711178931067549,0.0012379589152385,0.2297328801108498,0.75,0.279528186323635,29.54810463518741
Andaman & Nicobar Islands,Andamans,2025-04,3,19.0,12.0,0.000399757566379,31.0,356.3333333333333,190.28571428571428,0.157729254231534,0.3870967741935484,2025-04-01,0.17051162473798767,-0.4382509189782926,0.1705116247379876,0.000399757566379,0.157729254231534,0.3870967741935484,0.17042875932378185,17.936000889504214
Andaman & Nicobar Islands,Andamans,2025-09,2,9.0,31.0,0.000773724322024,40.0,34.333333333333336,190.28571428571428,0.0151974866097736,0.775,2025-09-01,0.1759680400568932,-0.4134887594306402,0.1759680400568932,0.000773724322024,0.0151974866097736,0.775,0.23297509696042923,24.593181238858904
Andaman & Nicobar Islands,Andamans,2025-11,1,1.0,17.0,0.0006963518898216,18.0,29.666666666666668,190.28571428571428,0.0131318088181539,0.9444444444444444,2025-11-01,0.162630135944013,-0.4740184827693461,0.162630135944013,0.0006963518898216,0.0131318088181539,0.9444444444444444,0.2721289960713986,28.760564615906354
Andaman & Nicobar Islands,Andamans,2025-12,1,12.0,23.0,0.0013540175635421,35.0,31.0,190.28571428571428,0.0137220024729024,0.6571428571428571,2025-12-01,0.17293669821305682,-0.4272455147348915,0.1729366982130568,0.0013540175635421,0.0137220024729024,0.6571428571428571,0.2027097598156139,21.371860609703372
Andaman & Nicobar Islands,Andamans,NaT,26,70.0,100.0,0.0002529483360463,170.0,74.33333333333333,190.28571428571428,0.0329032962522283,0.5882352941176471,,0.2547829279966401,-0.0558131215201054,0.2547829279966401,0.0002529483360463,0.0329032962522283,0.5882352941176471,0.20631711769261077,21.755813257919865
Andaman & Nicobar Islands,Nicobars,2025-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-01,0.26708151490591925,0.0,0.2670815149059192,0.0,0.0,0.0,0.053416302981183855,5.481666160603195
Andaman & Nicobar Islands,South Andaman,2025-01,3,7.0,1.0,0.0001031632429365,8.0,8.0,18.0,0.0374351403869042,0.125,2025-01-01,0.14042235442561418,-0.5748012489295106,0.1404223544256141,0.0001031632429365,0.0374351403869042,0.125,0.06872420495472983,7.1109776128604425
Andaman & Nicobar Islands,South Andaman,2025-04,2,0.0,8.0,0.0001547448644048,8.0,8.0,18.0,0.0374351403869042,1.0,2025-04-01,0.14042235442561418,-0.5748012489295106,0.1404223544256141,0.0001547448644048,0.0374351403869042,1.0,0.2874896794411703,30.3954939074655
Andaman & Nicobar Islands,South Andaman,2025-05,2,7.0,6.0,0.0002514604046578,13.0,9.666666666666666,18.0,0.0452341279675092,0.4615384615384615,2025-05-01,0.20375193466576672,-0.2874006244647553,0.2037519346657667,0.0002514604046578,0.0452341279675092,0.4615384615384615,0.16751897243104336,17.626294888240306
Andaman & Nicobar Islands,South Andaman,2025-08,1,7.0,8.0,0.000580293241518,15.0,12.0,18.0,0.0561527105803563,0.5333333333333333,2025-08-01,0.22908376676182773,-0.1724403746788531,0.2290837667618277,0.000580293241518,0.0561527105803563,0.5333333333333333,0.19336235230324336,20.376960189310047
Andaman & Nicobar Islands,South Andaman,2025-11,2,5.0,8.0,0.0002514604046578,13.0,13.666666666666666,18.0,0.0639516981609614,0.6153846153846154,2025-11-01,0.20375193466576672,-0.2874006244647553,0.2037519346657667,0.0002514604046578,0.0639516981609614,0.6153846153846154,0.21065990344094487,22.218041887727406
Andaman & Nicobar Islands,South Andaman,2025-12,1,1.0,11.0,0.0004642345932144,12.0,13.333333333333334,18.0,0.0623919006448404,0.9166666666666666,2025-12-01,0.19108601861773622,-0.3448807493577063,0.1910860186177362,0.0004642345932144,0.0623919006448404,0.9166666666666666,0.2831211159293883,29.930521596304906
Andaman & Nicobar Islands,South Andaman,NaT,9,36.0,21.0,0.0002450127019742,57.0,27.33333333333333,18.0,0.1279033963219228,0.3684210526315789,,0.761052240779109,2.241724870825091,0.761052240779109,0.0002450127019742,0.1279033963219228,0.3684210526315789,0.2763650642047895,29.21143465245369
Andaman And Nicobar Islands,Nicobar,2025-01,12,3.0,1027.0,0.0033205668820199,1030.0,1030.0,142.55555555555554,0.6085763371939636,0.9970873786407768,2025-01-01,0.8537578841726932,2.662439167393731,0.8537578841726932,0.0033205668820199,0.6085763371939636,0.9970873786407768,0.5731636758578298,60.80148388428402
Andaman And Nicobar Islands,Nicobar,2025-02,5,0.0,36.0,0.0002785407559286,36.0,533.0,142.55555555555554,0.314923483227556,1.0,2025-02-01,0.19663921640500076,-0.3196793741743567,0.1966392164050007,0.0002785407559286,0.314923483227556,1.0,0.3681422763146677,38.979831589230564
Andaman And Nicobar Islands,Nicobar,2025-03,2,15.0,26.0,0.0007930674300746,41.0,369.0,142.55555555555554,0.2180239499267695,0.6341463414634146,2025-03-01,0.19994464229920444,-0.304678777888803,0.1999446422992044,0.0007930674300746,0.2180239499267695,0.6341463414634146,0.2532694215364093,26.7532274362158
Andaman And Nicobar Islands,Nicobar,2025-04,4,7.0,13.0,0.000193431080506,20.0,32.333333333333336,142.55555555555554,0.0191041762808461,0.65,2025-04-01,0.18606185354354896,-0.3676812822881288,0.1860618535435489,0.000193431080506,0.0191041762808461,0.65,0.2045464441030731,21.567349890266424
Andaman And Nicobar Islands,Nicobar,2025-08,2,4.0,20.0,0.0004642345932144,24.0,28.33333333333333,142.55555555555554,0.0167407730296074,0.8333333333333334,2025-08-01,0.1887061942589119,-0.3556808052596857,0.1887061942589119,0.0004642345932144,0.0167407730296074,0.8333333333333334,0.2503990358204819,26.447715137571723
Andaman And Nicobar Islands,Nicobar,2025-09,2,1.0,15.0,0.0003094897288096,16.0,20.0,142.55555555555554,0.0118170162561934,0.9375,2025-09-01,0.18341751282818602,-0.3796817593165718,0.183417512828186,0.0003094897288096,0.0118170162561934,0.9375,0.2741056035483284,28.97094675738756
Andaman And Nicobar Islands,Nicobar,2025-10,5,0.0,24.0,0.0001856938372857,24.0,21.33333333333333,142.55555555555554,0.0126048173399397,1.0,2025-10-01,0.1887061942589119,-0.3556808052596857,0.1887061942589119,0.0001856938372857,0.0126048173399397,1.0,0.290948151337953,30.763599731403733
Andaman And Nicobar Islands,Nicobar,2025-12,2,4.0,12.0,0.0003094897288096,16.0,18.666666666666668,142.55555555555554,0.0110292151724472,0.75,2025-12-01,0.18341751282818602,-0.3796817593165718,0.183417512828186,0.0003094897288096,0.0110292151724472,0.75,0.2270336532773919,23.96079789511635
Andaman And Nicobar Islands,Nicobar,NaT,20,25.0,51.0,0.0001470076211845,76.0,38.66666666666666,142.55555555555554,0.0228462314286407,0.6710526315789473,,0.22308262355863023,-0.1996746038899267,0.2230826235586302,0.0001470076211845,0.0228462314286407,0.6710526315789473,0.21813534274997842,23.01369754961436
